"Table S1A. Information for the 2,466 rice accessions from the International Rice Genebank Collection at the International Rice Research Institute.",,,,,,,,,,,,,,,
Entry_No,Source,DNA_UNIQUE_ID,DNA_Designation,DNA_Accno_source,DNA_VARNAME_source,DNA_Othername_source,ORI_COUNTRY,Genetic_Stock_Accno,Genetic_stock_Designation (varname),total seq count,passed qc seq count,depth,Variety Group (Tree)1,SRA Accession,
1215,IRRI,IRIS 313-11817,KHAOSAING::IRGC 70746-1,IRGC 70746,KHAOSAING,,Myanmar,IRGC 128085,KHAOSAING::IRGC 70746-2,,,,Indica,ERS468967,
1216,IRRI,IRIS 313-11818,LETYONE::IRGC 70753-1,IRGC 70753,LETYONE,,Myanmar,IRGC 128361,LETYONE::IRGC 70753-1,,,,Indica,ERS468968,
1217,IRRI,IRIS 313-11819,PADINTHUMA::IRGC 70762-1,IRGC 70762,PADINTHUMA,,Myanmar,,PADINTHUMA::IRGC 70762-2,,,,Indica,ERS468969,
1218,IRRI,IRIS 313-11820,PAKISTANHMWE::IRGC 70763-1,IRGC 70763,PAKISTANHMWE,,Myanmar,IRGC 127709,PAKISTANHMWE::IRGC 70763-1,,,,Indica,ERS468970,
1219,IRRI,IRIS 313-11794,TSIPALA MENAHAR::IRGC 69979-1,IRGC 69979,TSIPALA MENAHAR,,Madagascar,IRGC 127867,TSIPALA MENAHAR::IRGC 69979-1,,,,Tropical japonica,ERS468971,
1220,IRRI,IRIS 313-11821,19::IRGC 70786-1,IRGC 70786,19,,India,IRGC 127096,19::IRGC 70786-1,,,,Indica,ERS468972,
1221,IRRI,IRIS 313-11822,BHONDU PAREWA::IRGC 70802-1,IRGC 70802,BHONDU PAREWA,,India,,,,,,Indica,ERS468973,
1222,IRRI,IRIS 313-11823,BHU BHUSI::IRGC 70803-1,IRGC 70803,BHU BHUSI,,India,IRGC 127223,BHU BHUSI::IRGC 70803-1,,,,Indica,ERS468974,
1223,IRRI,IRIS 313-11824,DHANIYA PHOOL::IRGC 70811-1,IRGC 70811,DHANIYA PHOOL,,India,IRGC 127317,DHANIYA PHOOL::IRGC 70811-1,,,,Basmati/sadri,ERS468975,
1224,IRRI,IRIS 313-11825,HANSRAJ::IRGC 70836-1,IRGC 70836,HANSRAJ,,India,,,,,,Basmati/sadri,ERS468976,
1225,IRRI,IRIS 313-11826,HIRA NAKHI::IRGC 70840-1,IRGC 70840,HIRA NAKHI,,India,IRGC 128309,HIRA NAKHI::IRGC 70840-1,,,,Indica,ERS468977,
1226,IRRI,IRIS 313-11827,KARI GURMATIA::IRGC 70850-1,IRGC 70850,KARI GURMATIA,,India,,,,,,Indica,ERS468978,
1227,IRRI,IRIS 313-11828,LALI GURMATIA::IRGC 70854-1,IRGC 70854,LALI GURMATIA,,India,IRGC 127544,LALI GURMATIA::IRGC 70854-1,,,,Temperate japonica,ERS468979,
1228,IRRI,IRIS 313-11829,MUNJI::IRGC 70928-1,IRGC 70928,MUNJI,,Pakistan,IRGC 128396,MUNJI::IRGC 70928-1,,,,Indica,ERS468980,
1229,IRRI,IRIS 313-11830,KANDEKE YAIGAITI::IRGC 70961-1,IRGC 70961,KANDEKE YAIGAITI,,Gambia,,KANDEKE YAIGAITI::IRGC 70961-1,,,,Indica,ERS468981,
1230,IRRI,IRIS 313-11795,DA GU AI 7::IRGC 70075-1,IRGC 70075,DA GU AI 7,,China,IRGC 127291,DA GU AI 7::IRGC 70075-1,,,,Indica,ERS468982,
1231,IRRI,IRIS 313-11831,KHAO' DAENG HAWM::IRGC 71001-1,IRGC 71001,KHAO' DAENG HAWM,,Thailand,,KHAO' DAENG HAWM::IRGC 71001-1,,,,Tropical japonica,ERS468983,
1232,IRRI,IRIS 313-11832,AE WAWNG POO DOO::IRGC 71007-1,IRGC 71007,AE WAWNG POO DOO,,Thailand,,AE WAWNG POO DOO::IRGC 71007-1,,,,Indica,ERS468984,
1233,IRRI,IRIS 313-11833,BOO MAE::IRGC 71058-1,IRGC 71058,BOO MAE,,Thailand,,BOO MAE::IRGC 71058-1,,,,Tropical japonica,ERS468985,
1234,IRRI,IRIS 313-11834,BUENG MONG LENG WE::IRGC 71088-1,IRGC 71088,BUENG MONG LENG WE,,Thailand,IRGC 128246,BUENG MONG LENG WE::IRGC 71088-1,,,,Indica,ERS468986,
1235,IRRI,IRIS 313-11835,E NOI NAH::IRGC 71138-1,IRGC 71138,E-NOI NAH,,Thailand,IRGC 128287,E NOI NAH::IRGC 71138-1,,,,Indica,ERS468987,
1236,IRRI,IRIS 313-11836,KHAO KO RAOH::IRGC 71208-1,IRGC 71208,KHAO KO RAOH,,Thailand,,KHAO KO RAOH::IRGC 71208-1,,,,Indica,ERS468988,
1237,IRRI,IRIS 313-11837,KHAO NAHNG PRUNG::IRGC 71220-1,IRGC 71220,KHAO NAHNG PRUNG,,Thailand,IRGC 127514,KHAO NAHNG PRUNG::IRGC 71220-1,,,,Indica,ERS468989,
1238,IRRI,IRIS 313-11838,LEUM DERN::IRGC 71288-1,IRGC 71288,LEUM DERN,,Thailand,,LEUM DERN::IRGC 71288-1,,,,Indica,ERS468990,
1239,IRRI,IRIS 313-11839,MUAY::IRGC 71318-1,IRGC 71318,MUAY,,Thailand,IRGC 127637,MUAY::IRGC 71318-1,,,,Indica,ERS468991,
1240,IRRI,IRIS 313-11840,NIAW NAHK KRAD::IRGC 71352-1,IRGC 71352,NIAW NAHK KRAD,,Thailand,,NIAW NAHK KRAD::IRGC 71352-1,,,,Indica,ERS468992,
1241,IRRI,IRIS 313-11796,DU GEN CHUAN::IRGC 70083-1,IRGC 70083,DU GEN CHUAN,,China,IRGC 127345,DU GEN CHUAN::IRGC 70083-1,,,,Tropical japonica,ERS468993,
1242,IRRI,IRIS 313-11841,NIAW NARAI::IRGC 71353-1,IRGC 71353,NIAW NARAI,,Thailand,IRGC 127679,NIAW NARAI::IRGC 71353-1,,,,Indica,ERS468994,
1243,IRRI,IRIS 313-11842,NIAW YUANG KHANUN::IRGC 71362-1,IRGC 71362,NIAW YUANG KHANUN,,Thailand,,NIAW YUANG KHANUN::IRGC 71362-1,,,,Indica,ERS468995,
1244,IRRI,IRIS 313-11843,PAN DAWK MAHK::IRGC 71380-1,IRGC 71380,PAN DAWK MAHK,,Thailand,,PAN DAWK MAHK::IRGC 71380-1,,,,Indica,ERS468996,
1245,IRRI,IRIS 313-11844,PUEY TAW::IRGC 71405-1,IRGC 71405,PUEY TAW,,Thailand,IRGC 127745,PUEY TAW::IRGC 71405-1,,,,Tropical japonica,ERS468997,
1246,IRRI,IRIS 313-11845,SING SAI::IRGC 71442-1,IRGC 71442,SING SAI,,Thailand,,,,,,Tropical japonica,ERS468998,
1247,IRRI,IRIS 313-11846,TON TIA GUAY NU::IRGC 71467-1,IRGC 71467,TON TIA GUAY NU,,Thailand,,TON TIA GUAY NU::IRGC 71467-1,,,,Indica,ERS468999,
1248,IRRI,IRIS 313-11848,PULUT BURUNG::IRGC 71655-1,IRGC 71655,PULUT BURUNG,,Malaysia,,PULUT BURUNG::IRGC 71655-1,,,,Indica,ERS469000,
1249,IRRI,IRIS 313-11849,PULUT SELEMYAM::IRGC 71820-1,IRGC 71820,PULUT SELEMYAM,,Malaysia,IRGC 128439,PULUT SELEMYAM::IRGC 71820-1,,,,Indica,ERS469001,
1250,IRRI,IRIS 313-11850,SESAT JADI::IRGC 71834-1,IRGC 71834,SESAT JADI,,Malaysia,,SESAT JADI::IRGC 71834-1,,,,Indica,ERS469002,
1251,IRRI,IRIS 313-11797,E ZI 32::IRGC 70127-1,IRGC 70127,E ZI 32,,China,IRGC 128289,E ZI 32::IRGC 70127-1,,,,Indica,ERS469003,
1252,IRRI,IRIS 313-11851,DUNA AL::IRGC 71842-1,IRGC 71842,DUNA-AL,,Philippines,,DUNA AL::IRGC 71842-1,,,,Indica,ERS469004,
1253,IRRI,IRIS 313-11852,BAI MI ZAI 7::IRGC 71940-1,IRGC 71940,BAI MI ZAI 7,,China,IRGC 127202,BAI MI ZAI 7::IRGC 71940-1,,,,Indica,ERS469005,
1254,IRRI,IRIS 313-11853,BU ZHI MING::IRGC 71971-1,IRGC 71971,BU ZHI MING,,China,IRGC 127242,BU ZHI MING::IRGC 71971-1,,,,Indica,ERS469006,
1255,IRRI,IRIS 313-11854,CHI GU::IRGC 71988-1,IRGC 71988,CHI GU,,China,IRGC 127276,CHI GU::IRGC 71988-1,,,,Indica,ERS469007,
1256,IRRI,IRIS 313-11855,DA GUAN YIN ZHAN::IRGC 72006-1,IRGC 72006,DA GUAN YIN ZHAN,,China,IRGC 127292,DA GUAN YIN ZHAN::IRGC 72006-1,,,,Indica,ERS469008,
1257,IRRI,IRIS 313-11856,DA HEI GU::IRGC 72009-1,IRGC 72009,DA HEI GU,,China,IRGC 127293,DA HEI GU::IRGC 72009-1,,,,Indica,ERS469009,
1258,IRRI,IRIS 313-11857,DA LI BAI 63::IRGC 72016-1,IRGC 72016,DA LI BAI 63,,China,IRGC 127294,DA LI BAI 63::IRGC 72016-1,,,,Indica,ERS469010,
1259,IRRI,IRIS 313-11858,DA TIE ZHAN::IRGC 72029-1,IRGC 72029,DA TIE ZHAN,,China,IRGC 127300,DA TIE ZHAN::IRGC 72029-1,,,,Indica,ERS469011,
1260,IRRI,IRIS 313-11859,DONG DU::IRGC 72037-1,IRGC 72037,DONG DU,,China,IRGC 127339,DONG DU::IRGC 72037-1,,,,Indica,ERS469012,
1261,IRRI,IRIS 313-11860,GUA PAI GU::IRGC 72078-1,IRGC 72078,GUA PAI GU,,China,IRGC 127394,GUA PAI GU::IRGC 72078-1,,,,Indica,ERS469013,
1262,IRRI,IRIS 313-11798,E ZI 100::IRGC 70192-1,IRGC 70192,E ZI 100,,China,IRGC 127365,E ZI 100::IRGC 70192-1,,,,Indica,ERS469014,
1263,IRRI,IRIS 313-11861,HEI YAN ZHAN::IRGC 72090-1,IRGC 72090,HEI YAN ZHAN,,China,IRGC 127405,HEI YAN ZHAN::IRGC 72090-1,,,,Indica,ERS469015,
1264,IRRI,IRIS 313-11862,HENG YE ZAO::IRGC 72092-1,IRGC 72092,HENG YE ZAO,,China,IRGC 127406,HENG YE ZAO::IRGC 72092-1,,,,Indica,ERS469016,
1265,IRRI,IRIS 313-11863,HONG DU BAI::IRGC 72098-1,IRGC 72098,HONG DU BAI,,China,IRGC 127413,HONG DU BAI::IRGC 72098-1,,,,Indica,ERS469017,
1266,IRRI,IRIS 313-11865,HUO QING::IRGC 72148-1,IRGC 72148,HUO QING,,China,IRGC 127423,HUO QING::IRGC 72148-1,,,,Indica,ERS469018,
1267,IRRI,IRIS 313-11866,JIANG ER ZAO::IRGC 72152-1,IRGC 72152,JIANG ER ZAO,,China,IRGC 127458,JIANG ER ZAO::IRGC 72152-1,,,,Indica,ERS469019,
1268,IRRI,IRIS 313-11867,KE SHU BAI::IRGC 72183-1,IRGC 72183,KE SHU BAI,,China,IRGC 127503,KE SHU BAI::IRGC 72183-1,,,,Indica,ERS469020,
1269,IRRI,IRIS 313-11868,LIU LI YOU::IRGC 72198-1,IRGC 72198,LIU LI YOU,,China,IRGC 127569,LIU LI YOU::IRGC 72198-1,,,,Indica,ERS469021,
1270,IRRI,IRIS 313-11869,MA WEI ZHAN::IRGC 72220-1,IRGC 72220,MA WEI ZHAN,,China,IRGC 127615,MA WEI ZHAN::IRGC 72220-1,,,,Indica,ERS469022,
1271,IRRI,IRIS 313-11870,NAN JING XIAO DAO::IRGC 72236-1,IRGC 72236,NAN JING XIAO DAO,,China,,NAN JING XIAO DAO::IRGC 72236-2,,,,Indica,ERS469023,
1272,IRRI,IRIS 313-11799,E ZI 110::IRGC 70201-1,IRGC 70201,E ZI 110,,China,IRGC 127366,E ZI 110::IRGC 70201-1,,,,Indica,ERS469024,
1273,IRRI,IRIS 313-11871,SAN ZHAO QI::IRGC 72289-1,IRGC 72289,SAN ZHAO QI,,China,IRGC 127787,SAN ZHAO QI::IRGC 72289-1,,,,Indica,ERS469025,
1274,IRRI,IRIS 313-11872,TIE ZHONG::IRGC 72321-1,IRGC 72321,TIE ZHONG,,China,IRGC 127858,TIE ZHONG::IRGC 72321-1,,,,Indica,ERS469026,
1275,IRRI,IRIS 313-11875,CHUBU 17::IRGC 72505-1,IRGC 72505,CHUBU 17,,Japan,IRGC 128262,CHUBU 17::IRGC 72505-1,,,,Temperate japonica,ERS469027,
1276,IRRI,IRIS 313-11876,AI DA::IRGC 72567-1,IRGC 72567,AI DA,,China,IRGC 127113,AI DA::IRGC 72567-1,,,,Indica,ERS469028,
1277,IRRI,IRIS 313-11877,AN NAN ZAO::IRGC 72576-1,IRGC 72576,AN NAN ZAO,,China,IRGC 127125,AN NAN ZAO::IRGC 72576-1,,,,Indica,ERS469029,
1278,IRRI,IRIS 313-11878,BAI RI XIAN::IRGC 72588-1,IRGC 72588,BAI RI XIAN,,China,IRGC 127203,BAI RI XIAN::IRGC 72588-1,,,,Indica,ERS469030,
1279,IRRI,IRIS 313-11800,FAN GENG 6::IRGC 70243-1,IRGC 70243,FAN GENG 6,,China,,FAN GENG 6::IRGC 70243-1,,,,Temperate japonica,ERS469031,
1280,IRRI,IRIS 313-11881,LIU TIAO XIAN::IRGC 72758-1,IRGC 72758,LIU TIAO XIAN,,China,IRGC 127570,LIU TIAO XIAN::IRGC 72758-1,,,,Indica,ERS469032,
1281,IRRI,IRIS 313-11882,MAN TIAN QING::IRGC 72776-1,IRGC 72776,MAN TIAN QING,,China,IRGC 127605,MAN TIAN QING::IRGC 72776-1,,,,Indica,ERS469033,
1282,IRRI,IRIS 313-11884,TIAN DAO DAO::IRGC 72837-1,IRGC 72837,TIAN DAO DAO,,China,IRGC 127857,TIAN DAO DAO::IRGC 72837-1,,,,Indica,ERS469034,
1283,IRRI,IRIS 313-11885,YANG WAN XIAN::IRGC 72886-1,IRGC 72886,YANG WAN XIAN,,China,IRGC 127899,YANG WAN XIAN::IRGC 72886-1,,,,Indica,ERS469035,
1284,IRRI,IRIS 313-11894,LOC TRANG MUON::IRGC 73216-1,IRGC 73216,LOC TRANG MUON,,Vietnam,IRGC 128368,LOC TRANG MUON::IRGC 73216-1,,,,Indica,ERS469036,
1285,IRRI,IRIS 313-11895,BA TUC RAN::IRGC 73239-1,IRGC 73239,BA TUC RAN,,Vietnam,,BA TUC RAN::IRGC 73239-1,,,,Indica,ERS469037,
1286,IRRI,IRIS 313-11896,CA HIM::IRGC 73246-1,IRGC 73246,CA HIM,,Vietnam,,CA HIM::IRGC 73246-1,,,,Indica,ERS469038,
1287,IRRI,IRIS 313-11897,PHIT CHZK::IRGC 73317-1,IRGC 73317,PHIT CHZK,,Thailand,IRGC 128431,PHIT CHZK::IRGC 73317-1,,,,Tropical japonica,ERS469039,
1288,IRRI,IRIS 313-11898,MA YOO::IRGC 73507-1,IRGC 73507,MA YOO,,Thailand,IRGC 127617,MA YOO::IRGC 73507-1,,,,Indica,ERS469040,
1289,IRRI,IRIS 313-11899,MAHA CHAI::IRGC 73517-1,IRGC 73517,MAHA CHAI,,Thailand,IRGC 128373,MAHA CHAI::IRGC 73517-1,,,,Indica,ERS469041,
1290,IRRI,IRIS 313-11900,PLE LIA::IRGC 73562-1,IRGC 73562,PLE LIA,,Thailand,IRGC 128435,PLE LIA::IRGC 73562-1,,,,Tropical japonica,ERS469042,
1291,IRRI,IRIS 313-11901,TI NGI::IRGC 73620-1,IRGC 73620,TI NGI,,Thailand,,TI NGI::IRGC 73620-1,,,,Indica,ERS469043,
1292,IRRI,IRIS 313-11902,CEMPO TURI::IRGC 73667-1,IRGC 73667,CEMPO TURI,,Indonesia,IRGC 127251,CEMPO TURI::IRGC 73667-1,,,,Indica,ERS469044,
1293,IRRI,IRIS 313-11903,KOMPIT::IRGC 73716-1,IRGC 73716,KOMPIT,,Indonesia,IRGC 128351,KOMPIT::IRGC 73716-1,,,,Tropical japonica,ERS469045,
1294,IRRI,IRIS 313-11886,IR 4683-54-2::IRGC 72992-1,IRGC 72992,IR 4683-54-2,,Philippines,IRGC 127439,IR 4683-54-2::IRGC 72992-1,,,,Indica,ERS469046,
1295,IRRI,IRIS 313-11904,PADI SIRANDAH KUNING::IRGC 73762-1,IRGC 73762,PADI SIRANDAH KUNING,,Indonesia,,PADI SIRANDAH KUNING::IRGC 73762-1,,,,Indica,ERS469047,
1296,IRRI,IRIS 313-11905,PAYO TINGGI::IRGC 73778-1,IRGC 73778,PAYO TINGGI,,Indonesia,,PAYO TINGGI::IRGC 73778-1,,,,Indica,ERS469048,
1297,IRRI,IRIS 313-11906,SULUS BALOK::IRGC 73862-1,IRGC 73862,SULUS BALOK,,Indonesia,,SULUS BALOK::IRGC 73862-1,,,,Tropical japonica,ERS469049,
1298,IRRI,IRIS 313-11907,TINAROH::IRGC 73874-1,IRGC 73874,TINAROH,,Indonesia,IRGC 128486,TINAROH::IRGC 73874-1,,,,Tropical japonica,ERS469050,
1299,IRRI,IRIS 313-11908,DUAN SHEN ZI::IRGC 73962-1,IRGC 73962,DUAN SHEN ZI,,China,IRGC 128284,DUAN SHEN ZI::IRGC 73962-1,,,,Temperate japonica,ERS469051,
1300,IRRI,IRIS 313-11909,HONG MI JIU GONG JI::IRGC 74031-1,IRGC 74031,HONG MI JIU GONG JI,,China,IRGC 127414,HONG MI JIU GONG JI::IRGC 74031-1,,,,Indica,ERS469052,
1301,IRRI,IRIS 313-11910,YU HE HONG::IRGC 74266-1,IRGC 74266,YU HE HONG,,China,IRGC 127907,YU HE HONG::IRGC 74266-1,,,,Indica,ERS469053,
1302,IRRI,IRIS 313-11911,YUN NAN ZHAN::IRGC 74272-1,IRGC 74272,YUN NAN ZHAN,,China,IRGC 127908,YUN NAN ZHAN::IRGC 74272-1,,,,Indica,ERS469054,
1303,IRRI,IRIS 313-11912,ESCONDE CACHO::IRGC 74305-1,IRGC 74305,ESCONDE CACHO,,Brazil,IRGC 127361,ESCONDE CACHO::IRGC 74305-1,,,,Indica,ERS469055,
1304,IRRI,IRIS 313-11913,BUAGKOG::IRGC 74318-1,IRGC 74318,BUAGKOG,,Philippines,IRGC 128245,BUAGKOG::IRGC 74318-1,,,,Tropical japonica,ERS469056,
1305,IRRI,IRIS 313-11887,IR 19058-107-1::IRGC 72997-1,IRGC 72997,IR 19058-107-1,,Philippines,IRGC 127434,IR 19058-107-1::IRGC 72997-1,,,,Indica,ERS469057,
1306,IRRI,IRIS 313-11914,IB 11::IRGC 74420-1,IRGC 74420,IB11,,Burundi,,IB 11::IRGC 74420-2,,,,Indica,ERS469058,
1307,IRRI,IRIS 313-11915,IB 95::IRGC 74677-1,IRGC 74677,IB95,,Ghana,IRGC 128316,IB 95::IRGC 74677-1,,,,Tropical japonica,ERS469059,
1308,IRRI,IRIS 313-11916,MUDALIGA WEE::IRGC 74706-1,IRGC 74706,MUDALIGA WEE,,Sri Lanka,IRGC 128395,MUDALIGA WEE::IRGC 74706-1,,,,Indica,ERS469060,
1309,IRRI,IRIS 313-11917,BUTNAPAR::IRGC 74734-1,IRGC 74734,BUTNAPAR,,India,IRGC 127241,BUTNAPAR::IRGC 74734-1,,,,Aus/boro,ERS469061,
1310,IRRI,IRIS 313-11918,DILBAKSH::IRGC 74738-1,IRGC 74738,DILBAKSH,,India,IRGC 128279,DILBAKSH::IRGC 74738-1,,,,Indica,ERS469062,
1311,IRRI,IRIS 313-11919,LAKHA KUAR::IRGC 74760-1,IRGC 74760,LAKHA KUAR,,India,IRGC 127542,LAKHA KUAR::IRGC 74760-1,,,,Indica,ERS469063,
1312,IRRI,IRIS 313-11920,GI TAH::IRGC 74883-1,IRGC 74883,GI TAH,,Thailand,IRGC 127386,GI TAH::IRGC 74883-1,,,,Indica,ERS469064,
1313,IRRI,IRIS 313-11921,KHAO GAHB BUA::IRGC 74937-1,IRGC 74937,KHAO GAHB BUA,,Thailand,,KHAO GAHB BUA::IRGC 74937-1,,,,Indica,ERS469065,
1314,IRRI,IRIS 313-11922,KHAO' NAN::IRGC 74981-1,IRGC 74981,KHAO' NAN,,Thailand,IRGC 128340,KHAO' NAN::IRGC 74981-1,,,,Tropical japonica,ERS469066,
1315,IRRI,IRIS 313-11923,KHAO' NGAW::IRGC 74985-1,IRGC 74985,KHAO' NGAW,,Thailand,IRGC 128341,KHAO' NGAW::IRGC 74985-1,,,,Tropical japonica,ERS469067,
1316,IRRI,IRIS 313-11888,KANGRI::IRGC 73104-1,IRGC 73104,KANGRI,,Pakistan,IRGC 127488,KANGRI::IRGC 73104-1,,,,Aus/boro,ERS469068,
1317,IRRI,IRIS 313-11924,NAM JAM::IRGC 75069-1,IRGC 75069,NAM JAM,,Thailand,IRGC 128400,NAM JAM::IRGC 75069-1,,,,Tropical japonica,ERS469069,
1318,IRRI,IRIS 313-11925,SAWK GAM MAH::IRGC 75159-1,IRGC 75159,SAWK GAM MAH,,Thailand,,SAWK GAM MAH::IRGC 75159-1,,,,Indica,ERS469070,
1319,IRRI,IRIS 313-11926,SI NAM PUENG::IRGC 75165-1,IRGC 75165,SI NAM PUENG,,Thailand,IRGC 128472,SI NAM PUENG::IRGC 75165-1,,,,Tropical japonica,ERS469071,
1320,IRRI,IRIS 313-11927,YAH TOW::IRGC 75191-1,IRGC 75191,YAH TOW,,Thailand,IRGC 127897,YAH TOW::IRGC 75191-1,,,,Indica,ERS469072,
1321,IRRI,IRIS 313-11928,DAYRON MARANGRAS::IRGC 75209-1,IRGC 75209,DAYRON MARANGRAS,,Philippines,IRGC 127307,DAYRON MARANGRAS::IRGC 75209-1,,,,Tropical japonica,ERS469073,
1322,IRRI,IRIS 313-11929,GILINGAN MARANGRAS::IRGC 75213-1,IRGC 75213,GILINGAN MARANGRAS,,Philippines,IRGC 127385,GILINGAN MARANGRAS::IRGC 75213-1,,,,Tropical japonica,ERS469074,
1323,IRRI,IRIS 313-11930,ITA 117::IRGC 75235-1,IRGC 75235,ITA 117,,Nigeria,IRGC 127444,ITA 117::IRGC 75235-1,,,,Indica,ERS469075,
1324,IRRI,IRIS 313-11931,PEI ZAO 15::IRGC 75247-1,IRGC 75247,PEI ZAO 15,,China,,PEI ZAO 15::IRGC 75247-1,,,,Temperate japonica,ERS469076,
1325,IRRI,IRIS 313-11932,SINDANO 3::IRGC 75279-1,IRGC 75279,SINDANO3,,Kenya,IRGC 127808,SINDANO 3::IRGC 75279-1,,,,Indica,ERS469077,
1326,IRRI,IRIS 313-11889,MURGI BRINJ::IRGC 73109-1,IRGC 73109,MURGI BRINJ,,Pakistan,IRGC 127639,MURGI BRINJ::IRGC 73109-1,,,,Indica,ERS469078,
1327,IRRI,IRIS 313-11934,KANATO::IRGC 75306-1,IRGC 75306,KANATO,,Philippines,IRGC 128071,KANATO::IRGC 75306-2,,,,Indica,ERS469079,
1328,IRRI,IRIS 313-11935,KONG KHSACH BANG KATT::IRGC 75350-1,IRGC 75350,KONG KHSACH BANG KATT,,Cambodia,,KONG KHSACH BANG KATT::IRGC 75350-1,,,,Indica,ERS469080,
1329,IRRI,IRIS 313-11936,NEANG MINH TONN::IRGC 75366-1,IRGC 75366,NEANG MINH TONN,,Cambodia,,NEANG MINH TONN::IRGC 75366-2,,,,Indica,ERS469081,
1330,IRRI,IRIS 313-11937,KUNJUKUNJU::IRGC 75448-1,IRGC 75448,KUNJUKUNJU,,India,IRGC 127535,KUNJUKUNJU::IRGC 75448-1,,,,Indica,ERS469082,
1331,IRRI,IRIS 313-11938,GNASSOUMADOUGOU::IRGC 75595-1,IRGC 75595,GNASSOUMADOUGOU,,Burkina Fasso,,GNASSOUMADOUGOU::IRGC 75595-1,,,,Indica,ERS469083,
1332,IRRI,IRIS 313-11939,KAMPTI::IRGC 75626-1,IRGC 75626,KAMPTI,,Burkina Fasso,IRGC 127484,KAMPTI::IRGC 75626-1,,,,Indica,ERS469084,
1333,IRRI,IRIS 313-11940,MALOBA (DISSI ROUGE)::IRGC 75700-1,IRGC 75700,MALOBA(DISSI ROUGE),,Burkina Fasso,IRGC 127599,MALOBA (DISSI ROUGE)::IRGC 75700-1,,,,Indica,ERS469085,
1334,IRRI,IRIS 313-11941,MOUI SAMBA::IRGC 75751-1,IRGC 75751,MOUI SAMBA,,Burkina Fasso,IRGC 128394,MOUI SAMBA::IRGC 75751-1,,,,Indica,ERS469086,
1335,IRRI,IRIS 313-11943,I 41::IRGC 75927-1,IRGC 75927,I 41,,Nepal,IRGC 127425,I 41::IRGC 75927-1,,,,Indica,ERS469087,
1336,IRRI,IRIS 313-11890,C 722323::IRGC 73147-1,IRGC 73147,C 722323,,Taiwan,IRGC 128252,C 722323::IRGC 73147-1,,,,Temperate japonica,ERS469088,
1337,IRRI,IRIS 313-11944,I 814::IRGC 76028-1,IRGC 76028,I 814,,Nepal,IRGC 127426,I 814::IRGC 76028-1,,,,Indica,ERS469089,
1338,IRRI,IRIS 313-11945,MALIKULI::IRGC 76237-1,IRGC 76237,MALIKULI,,Bangladesh,IRGC 127598,MALIKULI::IRGC 76237-1,,,,Indica,ERS469090,
1339,IRRI,IRIS 313-11946,BWANGA MOUI::IRGC 76262-1,IRGC 76262,BWANGA MOUI,,Burkina Fasso,,BWANGA MOUI::IRGC 76262-1,,,,Tropical japonica,ERS469091,
1340,IRRI,IRIS 313-11947,BIE LEI::IRGC 76478-1,IRGC 76478,BIE LEI,,China,IRGC 127226,BIE LEI::IRGC 76478-1,,,,Indica,ERS469092,
1341,IRRI,IRIS 313-11948,HOU LU BAI::IRGC 76582-1,IRGC 76582,HOU LU BAI,,China,IRGC 127417,HOU LU BAI::IRGC 76582-1,,,,Indica,ERS469093,
1342,IRRI,IRIS 313-11949,LIU HE XI HE::IRGC 76661-1,IRGC 76661,LIU HE XI HE,,China,IRGC 127568,LIU HE XI HE::IRGC 76661-1,,,,Indica,ERS469094,
1343,IRRI,IRIS 313-11950,MI GU::IRGC 76687-1,IRGC 76687,MI GU,,China,IRGC 127626,MI GU::IRGC 76687-1,,,,Indica,ERS469095,
1344,IRRI,IRIS 313-11951,MIAO ZHAN::IRGC 76691-1,IRGC 76691,MIAO ZHAN,,China,IRGC 127625,MIAO ZHAN::IRGC 76691-1,,,,Indica,ERS469096,
1345,IRRI,IRIS 313-11952,QI YUE ZHAN::IRGC 76722-1,IRGC 76722,QI YUE ZHAN,,China,IRGC 127756,QI YUE ZHAN::IRGC 76722-1,,,,Indica,ERS469097,
1346,IRRI,IRIS 313-11953,SAN BAO GU::IRGC 76732-1,IRGC 76732,SAN BAO GU,,China,IRGC 127783,SAN BAO GU::IRGC 76732-1,,,,Indica,ERS469098,
1347,IRRI,IRIS 313-11954,XIA HONG GU::IRGC 76803-1,IRGC 76803,XIA HONG GU,,China,IRGC 128504,XIA HONG GU::IRGC 76803-1,,,,Indica,ERS469099,
1348,IRRI,IRIS 313-11955,YE DA GU::IRGC 76834-1,IRGC 76834,YE DA GU,,China,IRGC 127901,YE DA GU::IRGC 76834-1,,,,Indica,ERS469100,
1349,IRRI,IRIS 313-11956,JUNGEMARSI::IRGC 76901-1,IRGC 76901,JUNGEMARSI,,Nepal,IRGC 128325,JUNGEMARSI::IRGC 76901-1,,,,Intermediate type,ERS469101,
1350,IRRI,IRIS 313-11957,DAW LUEY 4-3::IRGC 76929-1,IRGC 76929,DAW LUEY 4-3,,Thailand,IRGC 127305,DAW LUEY 4-3::IRGC 76929-1,,,,Indica,ERS469102,
1351,IRRI,IRIS 313-11958,PUANG MAHLAI KHAO::IRGC 76959-1,IRGC 76959,PUANG MAHLAI KHAO,,Thailand,,,,,,Indica,ERS469103,
1352,IRRI,IRIS 313-11959,KAGIOS PUTI::IRGC 76965-1,IRGC 76965,KAGIOS PUTI,,Philippines,,,,,,Indica,ERS469104,
